source_row,label,binary_target,random_forest_prediction,traditional_prediction,random_forest_correct,traditional_correct
36176,BENIGN,0,0,1,True,False
36179,DoS Hulk,1,1,0,True,False
36184,DDoS,1,1,0,True,False
36189,DoS Hulk,1,1,0,True,False
36198,BENIGN,0,0,1,True,False
36202,BENIGN,0,0,1,True,False
36210,BENIGN,0,0,1,True,False
36211,DDoS,1,1,0,True,False
36212,BENIGN,0,0,1,True,False
36220,DoS Hulk,1,1,0,True,False
36231,DDoS,1,1,0,True,False
36232,BENIGN,0,0,1,True,False
36242,BENIGN,0,0,1,True,False
36259,BENIGN,0,0,1,True,False
36264,BENIGN,0,0,1,True,False
36279,DDoS,1,1,0,True,False
36280,BENIGN,0,0,1,True,False
36287,DDoS,1,1,0,True,False
36289,BENIGN,0,0,1,True,False
36312,BENIGN,0,0,1,True,False
36313,BENIGN,0,0,1,True,False
36317,BENIGN,0,0,1,True,False
36318,DDoS,1,1,0,True,False
36321,DoS Hulk,1,1,0,True,False
36327,DDoS,1,1,0,True,False
36347,BENIGN,0,0,1,True,False
36375,DDoS,1,1,0,True,False
36382,BENIGN,0,0,1,True,False
36386,DDoS,1,1,0,True,False
36388,DoS Hulk,1,1,0,True,False
36393,DDoS,1,1,0,True,False
36407,BENIGN,0,0,1,True,False
36409,BENIGN,0,0,1,True,False
36416,DDoS,1,1,0,True,False
36423,BENIGN,0,0,1,True,False
36425,BENIGN,0,0,1,True,False
36455,BENIGN,0,0,1,True,False
36457,BENIGN,0,0,1,True,False
36467,BENIGN,0,0,1,True,False
36471,DDoS,1,1,0,True,False
36484,BENIGN,0,0,1,True,False
36489,BENIGN,0,0,1,True,False
36490,BENIGN,0,0,1,True,False
36500,BENIGN,0,0,1,True,False
36502,FTP-Patator,1,1,0,True,False
36504,DDoS,1,1,0,True,False
36506,Web Attack - XSS,1,1,0,True,False
36515,BENIGN,0,0,1,True,False
36518,DDoS,1,1,0,True,False
36525,BENIGN,0,0,1,True,False
36527,DoS Hulk,1,1,0,True,False
36541,DDoS,1,1,0,True,False
36544,BENIGN,0,0,1,True,False
36546,BENIGN,0,0,1,True,False
36551,BENIGN,0,0,1,True,False
36566,DDoS,1,1,0,True,False
36567,DDoS,1,1,0,True,False
36568,DDoS,1,1,0,True,False
36572,BENIGN,0,0,1,True,False
36585,Web Attack - Brute Force,1,1,0,True,False
36592,BENIGN,0,0,1,True,False
36612,DDoS,1,1,0,True,False
36615,DDoS,1,1,0,True,False
36641,DDoS,1,1,0,True,False
36643,DDoS,1,1,0,True,False
36644,DoS Hulk,1,1,0,True,False
36655,DoS Hulk,1,1,0,True,False
36657,DDoS,1,1,0,True,False
36671,BENIGN,0,0,1,True,False
36672,BENIGN,0,0,1,True,False
36675,BENIGN,0,0,1,True,False
36681,BENIGN,0,0,1,True,False
36682,BENIGN,0,0,1,True,False
36695,DDoS,1,1,0,True,False
36709,BENIGN,0,0,1,True,False
36716,BENIGN,0,0,1,True,False
36745,BENIGN,0,0,1,True,False
36757,BENIGN,0,0,1,True,False
36761,BENIGN,0,0,1,True,False
36774,BENIGN,0,0,1,True,False
36778,BENIGN,0,0,1,True,False
36782,DDoS,1,1,0,True,False
36795,DoS Hulk,1,1,0,True,False
36802,DDoS,1,1,0,True,False
36804,BENIGN,0,0,1,True,False
36807,DDoS,1,1,0,True,False
36809,DDoS,1,1,0,True,False
36811,BENIGN,0,0,1,True,False
36815,PortScan,1,1,0,True,False
36817,BENIGN,0,0,1,True,False
36829,BENIGN,0,0,1,True,False
36838,DDoS,1,1,0,True,False
36846,DDoS,1,1,0,True,False
36852,BENIGN,0,0,1,True,False
36856,BENIGN,0,0,1,True,False
36858,BENIGN,0,0,1,True,False
36860,DDoS,1,1,0,True,False
36862,DDoS,1,1,0,True,False
36876,DoS Hulk,1,1,0,True,False
36885,BENIGN,0,0,1,True,False
36889,DDoS,1,1,0,True,False
36897,BENIGN,0,0,1,True,False
36909,DDoS,1,1,0,True,False
36918,BENIGN,0,0,1,True,False
36923,DoS Hulk,1,1,0,True,False
36936,Bot,1,1,0,True,False
36942,PortScan,1,1,0,True,False
36946,BENIGN,0,0,1,True,False
36953,DDoS,1,1,0,True,False
36955,DDoS,1,1,0,True,False
36958,DDoS,1,1,0,True,False
36965,DDoS,1,1,0,True,False
36966,BENIGN,0,0,1,True,False
36970,BENIGN,0,0,1,True,False
36973,BENIGN,0,0,1,True,False
36982,BENIGN,0,0,1,True,False
36987,BENIGN,0,0,1,True,False
36994,BENIGN,0,0,1,True,False
36999,DDoS,1,1,0,True,False
37002,DoS Hulk,1,1,0,True,False
37016,BENIGN,0,0,1,True,False
37024,BENIGN,0,0,1,True,False
37027,DDoS,1,1,0,True,False
37034,DDoS,1,1,0,True,False
37035,BENIGN,0,0,1,True,False
37037,BENIGN,0,0,1,True,False
37040,BENIGN,0,0,1,True,False
37041,BENIGN,0,0,1,True,False
37048,BENIGN,0,0,1,True,False
37056,BENIGN,0,0,1,True,False
37058,BENIGN,0,0,1,True,False
37073,DoS Hulk,1,1,0,True,False
37090,PortScan,1,1,0,True,False
37102,DoS Hulk,1,1,0,True,False
37108,DDoS,1,1,0,True,False
37117,BENIGN,0,0,1,True,False
37129,DDoS,1,1,0,True,False
37134,DoS slowloris,1,0,1,False,True
37143,BENIGN,0,0,1,True,False
37146,DDoS,1,1,0,True,False
37160,BENIGN,0,0,1,True,False
37161,BENIGN,0,0,1,True,False
37189,BENIGN,0,0,1,True,False
37219,DDoS,1,1,0,True,False
37224,DoS GoldenEye,1,1,0,True,False
37225,DoS Hulk,1,1,0,True,False
37241,BENIGN,0,0,1,True,False
37247,DoS Hulk,1,1,0,True,False
37248,BENIGN,0,0,1,True,False
37252,BENIGN,0,0,1,True,False
37255,DoS Hulk,1,1,0,True,False
37257,BENIGN,0,0,1,True,False
37259,DDoS,1,1,0,True,False
37266,BENIGN,0,0,1,True,False
37268,DDoS,1,1,0,True,False
37269,DoS Hulk,1,1,0,True,False
37283,DDoS,1,1,0,True,False
37292,DDoS,1,1,0,True,False
37295,DDoS,1,1,0,True,False
37297,BENIGN,0,0,1,True,False
37304,BENIGN,0,0,1,True,False
37306,BENIGN,0,0,1,True,False
37318,DDoS,1,1,0,True,False
37357,BENIGN,0,0,1,True,False
37371,DDoS,1,1,0,True,False
37398,BENIGN,0,0,1,True,False
37402,BENIGN,0,0,1,True,False
37403,BENIGN,0,0,1,True,False
37407,DDoS,1,1,0,True,False
37410,DDoS,1,1,0,True,False
37412,DoS Hulk,1,1,0,True,False
37448,BENIGN,0,0,1,True,False
37455,DDoS,1,1,0,True,False
37458,BENIGN,0,0,1,True,False
37459,BENIGN,0,0,1,True,False
37468,BENIGN,0,0,1,True,False
37471,Web Attack - SQL Injection,1,1,0,True,False
37482,BENIGN,0,0,1,True,False
37484,BENIGN,0,0,1,True,False
37485,BENIGN,0,0,1,True,False
37491,DoS GoldenEye,1,1,0,True,False
37514,DDoS,1,1,0,True,False
37518,BENIGN,0,0,1,True,False
37521,DDoS,1,1,0,True,False
37534,BENIGN,0,0,1,True,False
37550,DDoS,1,1,0,True,False
37553,DDoS,1,1,0,True,False
37559,DDoS,1,1,0,True,False
37568,DDoS,1,1,0,True,False
37573,BENIGN,0,0,1,True,False
37584,BENIGN,0,0,1,True,False
37585,BENIGN,0,0,1,True,False
37598,DoS Hulk,1,1,0,True,False
37600,BENIGN,0,0,1,True,False
37601,DoS Hulk,1,1,0,True,False
37602,DDoS,1,1,0,True,False
37620,DDoS,1,1,0,True,False
37631,BENIGN,0,0,1,True,False
37634,BENIGN,0,0,1,True,False
37677,SSH-Patator,1,1,0,True,False
37681,DDoS,1,1,0,True,False
37682,DoS Hulk,1,1,0,True,False
37683,BENIGN,0,0,1,True,False
37688,DoS Hulk,1,1,0,True,False
37698,DDoS,1,1,0,True,False
37703,DDoS,1,1,0,True,False
37737,BENIGN,0,0,1,True,False
37744,BENIGN,0,0,1,True,False
37748,DoS slowloris,1,1,0,True,False
37753,BENIGN,0,0,1,True,False
37754,BENIGN,0,0,1,True,False
37762,DDoS,1,1,0,True,False
37775,DDoS,1,1,0,True,False
37794,DoS Hulk,1,1,0,True,False
37820,DDoS,1,1,0,True,False
37831,DDoS,1,1,0,True,False
37838,BENIGN,0,0,1,True,False
37840,DDoS,1,1,0,True,False
37844,DDoS,1,1,0,True,False
37846,DDoS,1,1,0,True,False
37849,DDoS,1,1,0,True,False
37851,BENIGN,0,0,1,True,False
37853,BENIGN,0,0,1,True,False
37862,DDoS,1,1,0,True,False
37867,DDoS,1,1,0,True,False
37872,DoS Hulk,1,1,0,True,False
37896,DDoS,1,1,0,True,False
37922,DDoS,1,1,0,True,False
37926,BENIGN,0,0,1,True,False
37934,DoS Hulk,1,1,0,True,False
37941,DoS Hulk,1,1,0,True,False
37949,DDoS,1,1,0,True,False
37953,BENIGN,0,0,1,True,False
37972,BENIGN,0,0,1,True,False
37974,DoS slowloris,1,1,0,True,False
37987,DDoS,1,1,0,True,False
37988,BENIGN,0,0,1,True,False
37994,DoS GoldenEye,1,1,0,True,False
37997,DDoS,1,1,0,True,False
37999,BENIGN,0,0,1,True,False
38000,DoS Hulk,1,1,0,True,False
38005,BENIGN,0,0,1,True,False
38008,DoS slowloris,1,0,1,False,True
38021,DoS Slowhttptest,1,1,0,True,False
38025,BENIGN,0,0,1,True,False
38041,BENIGN,0,0,1,True,False
38049,DDoS,1,1,0,True,False
38059,DDoS,1,1,0,True,False
38061,BENIGN,0,0,1,True,False
38079,BENIGN,0,0,1,True,False
38082,DDoS,1,1,0,True,False
38103,BENIGN,0,0,1,True,False
38111,DoS Hulk,1,1,0,True,False
38124,DDoS,1,1,0,True,False
38128,BENIGN,0,0,1,True,False
38130,BENIGN,0,0,1,True,False
38135,BENIGN,0,0,1,True,False
38143,BENIGN,0,0,1,True,False
38145,DDoS,1,1,0,True,False
38153,DDoS,1,1,0,True,False
38157,DDoS,1,1,0,True,False
38170,BENIGN,0,0,1,True,False
38192,BENIGN,0,0,1,True,False
38195,DDoS,1,1,0,True,False
38196,DDoS,1,1,0,True,False
38198,BENIGN,0,0,1,True,False
38200,BENIGN,0,0,1,True,False
38217,DDoS,1,1,0,True,False
38228,DDoS,1,1,0,True,False
38229,DDoS,1,1,0,True,False
38233,DDoS,1,1,0,True,False
38240,DDoS,1,1,0,True,False
38242,BENIGN,0,0,1,True,False
38250,BENIGN,0,0,1,True,False
38255,DoS Hulk,1,1,0,True,False
38261,DDoS,1,1,0,True,False
38262,BENIGN,0,0,1,True,False
38266,BENIGN,0,0,1,True,False
38270,DoS slowloris,1,0,1,False,True
38277,BENIGN,0,0,1,True,False
38285,DDoS,1,1,0,True,False
38288,BENIGN,0,0,1,True,False
38292,DoS Hulk,1,1,0,True,False
38307,DoS Hulk,1,1,0,True,False
38311,BENIGN,0,0,1,True,False
38319,DDoS,1,1,0,True,False
38322,BENIGN,0,0,1,True,False
38324,DDoS,1,1,0,True,False
38329,DDoS,1,1,0,True,False
38334,DDoS,1,1,0,True,False
38357,BENIGN,0,0,1,True,False
38366,DDoS,1,1,0,True,False
38372,DDoS,1,1,0,True,False
38373,BENIGN,0,0,1,True,False
38383,DDoS,1,1,0,True,False
38399,BENIGN,0,0,1,True,False
38402,BENIGN,0,0,1,True,False
38403,BENIGN,0,0,1,True,False
38406,BENIGN,0,0,1,True,False
38410,BENIGN,0,0,1,True,False
38419,BENIGN,0,0,1,True,False
38420,DDoS,1,1,0,True,False
38424,DDoS,1,1,0,True,False
38427,DDoS,1,1,0,True,False
38431,BENIGN,0,0,1,True,False
38448,DDoS,1,1,0,True,False
38450,BENIGN,0,0,1,True,False
38457,DDoS,1,1,0,True,False
38469,DoS Hulk,1,1,0,True,False
38488,DDoS,1,1,0,True,False
38490,BENIGN,0,0,1,True,False
38504,BENIGN,0,0,1,True,False
38507,DoS Hulk,1,1,0,True,False
38513,DDoS,1,1,0,True,False
38519,DDoS,1,1,0,True,False
38532,BENIGN,0,0,1,True,False
38544,BENIGN,0,0,1,True,False
38546,BENIGN,0,0,1,True,False
38551,BENIGN,0,0,1,True,False
38555,BENIGN,0,0,1,True,False
38557,BENIGN,0,0,1,True,False
38560,BENIGN,0,0,1,True,False
38561,DDoS,1,1,0,True,False
38565,DDoS,1,1,0,True,False
38583,BENIGN,0,0,1,True,False
38584,DoS Hulk,1,1,0,True,False
38614,BENIGN,0,0,1,True,False
38621,BENIGN,0,0,1,True,False
38624,DoS Hulk,1,1,0,True,False
38649,DDoS,1,1,0,True,False
38657,DDoS,1,1,0,True,False
38668,DDoS,1,1,0,True,False
38682,Web Attack - Brute Force,1,1,0,True,False
38688,BENIGN,0,0,1,True,False
38689,BENIGN,0,0,1,True,False
38698,BENIGN,0,0,1,True,False
38704,DDoS,1,1,0,True,False
38719,BENIGN,0,0,1,True,False
38730,DoS Hulk,1,1,0,True,False
38735,DDoS,1,1,0,True,False
38747,DDoS,1,1,0,True,False
38758,DoS Hulk,1,1,0,True,False
38768,DDoS,1,1,0,True,False
38779,BENIGN,0,0,1,True,False
38781,BENIGN,0,0,1,True,False
38788,DoS Hulk,1,1,0,True,False
38812,DoS Hulk,1,1,0,True,False
38827,DDoS,1,1,0,True,False
38831,BENIGN,0,0,1,True,False
38839,BENIGN,0,0,1,True,False
38846,BENIGN,0,0,1,True,False
38852,DDoS,1,1,0,True,False
38854,DoS Hulk,1,1,0,True,False
38856,BENIGN,0,0,1,True,False
38867,BENIGN,0,0,1,True,False
38881,BENIGN,0,0,1,True,False
38893,BENIGN,0,0,1,True,False
38897,BENIGN,0,0,1,True,False
38901,DoS GoldenEye,1,1,0,True,False
38902,DDoS,1,1,0,True,False
38912,BENIGN,0,0,1,True,False
38915,BENIGN,0,0,1,True,False
38919,DDoS,1,1,0,True,False
38924,BENIGN,0,0,1,True,False
38936,BENIGN,0,0,1,True,False
38942,DDoS,1,1,0,True,False
38951,DDoS,1,1,0,True,False
38954,DDoS,1,1,0,True,False
38956,DoS Hulk,1,1,0,True,False
38982,BENIGN,0,0,1,True,False
39001,BENIGN,0,0,1,True,False
39004,BENIGN,0,0,1,True,False
39011,BENIGN,0,0,1,True,False
39015,DoS Hulk,1,1,0,True,False
39017,BENIGN,0,0,1,True,False
39019,DDoS,1,1,0,True,False
39020,BENIGN,0,0,1,True,False
39025,BENIGN,0,0,1,True,False
39026,DDoS,1,1,0,True,False
39027,BENIGN,0,0,1,True,False
39033,DoS Hulk,1,1,0,True,False
39038,BENIGN,0,0,1,True,False
39049,DDoS,1,1,0,True,False
39069,DDoS,1,1,0,True,False
39074,DoS slowloris,1,1,0,True,False
39078,BENIGN,0,0,1,True,False
39081,DDoS,1,1,0,True,False
39088,DDoS,1,1,0,True,False
39090,BENIGN,0,0,1,True,False
39100,DDoS,1,1,0,True,False
39101,DoS Slowhttptest,1,1,0,True,False
39103,DoS Hulk,1,1,0,True,False
39124,BENIGN,0,0,1,True,False
39126,BENIGN,0,0,1,True,False
39128,BENIGN,0,0,1,True,False
39134,BENIGN,0,0,1,True,False
39137,DDoS,1,1,0,True,False
39145,BENIGN,0,0,1,True,False
39146,BENIGN,0,0,1,True,False
39166,DDoS,1,1,0,True,False
39171,BENIGN,0,0,1,True,False
39178,BENIGN,0,0,1,True,False
39181,BENIGN,0,0,1,True,False
39184,BENIGN,0,0,1,True,False
39185,DoS Hulk,1,1,0,True,False
39191,BENIGN,0,0,1,True,False
39194,BENIGN,0,0,1,True,False
39201,DDoS,1,1,0,True,False
39209,BENIGN,0,0,1,True,False
39225,DDoS,1,1,0,True,False
39242,DDoS,1,1,0,True,False
39247,BENIGN,0,0,1,True,False
39261,DDoS,1,1,0,True,False
39270,DDoS,1,1,0,True,False
39271,DDoS,1,1,0,True,False
39278,DDoS,1,1,0,True,False
39280,DDoS,1,1,0,True,False
39288,DDoS,1,1,0,True,False
39291,BENIGN,0,0,1,True,False
39302,BENIGN,0,0,1,True,False
39303,BENIGN,0,0,1,True,False
39313,BENIGN,0,0,1,True,False
39346,DDoS,1,1,0,True,False
39351,BENIGN,0,0,1,True,False
39353,DDoS,1,1,0,True,False
39357,DDoS,1,1,0,True,False
39364,BENIGN,0,0,1,True,False
39385,DDoS,1,1,0,True,False
39392,DDoS,1,1,0,True,False
39406,BENIGN,0,0,1,True,False
39410,BENIGN,0,0,1,True,False
39412,BENIGN,0,0,1,True,False
39426,BENIGN,0,0,1,True,False
39436,BENIGN,0,0,1,True,False
39438,BENIGN,0,0,1,True,False
39454,DoS Hulk,1,1,0,True,False
39478,DDoS,1,1,0,True,False
39497,DDoS,1,1,0,True,False
39512,BENIGN,0,0,1,True,False
39515,DDoS,1,1,0,True,False
39523,BENIGN,0,0,1,True,False
39530,DDoS,1,1,0,True,False
39531,DoS Hulk,1,1,0,True,False
39532,BENIGN,0,0,1,True,False
39540,DoS Hulk,1,1,0,True,False
39541,BENIGN,0,0,1,True,False
39548,BENIGN,0,0,1,True,False
39554,DDoS,1,1,0,True,False
39556,DDoS,1,1,0,True,False
39576,BENIGN,0,0,1,True,False
39579,BENIGN,0,0,1,True,False
39582,BENIGN,0,0,1,True,False
39601,DoS Hulk,1,1,0,True,False
39603,BENIGN,0,0,1,True,False
39607,BENIGN,0,0,1,True,False
39611,BENIGN,0,0,1,True,False
39621,BENIGN,0,0,1,True,False
39627,BENIGN,0,0,1,True,False
39638,DDoS,1,1,0,True,False
39648,BENIGN,0,0,1,True,False
39657,BENIGN,0,0,1,True,False
39660,DoS Hulk,1,1,0,True,False
39663,BENIGN,0,0,1,True,False
39674,DDoS,1,1,0,True,False
39677,BENIGN,0,0,1,True,False
39696,BENIGN,0,0,1,True,False
39714,DoS Hulk,1,1,0,True,False
39717,BENIGN,0,0,1,True,False
39725,BENIGN,0,0,1,True,False
39732,BENIGN,0,0,1,True,False
39736,DDoS,1,1,0,True,False
39763,DDoS,1,1,0,True,False
39771,DoS Hulk,1,1,0,True,False
39776,BENIGN,0,0,1,True,False
39800,DDoS,1,1,0,True,False
39812,BENIGN,0,0,1,True,False
39816,DDoS,1,1,0,True,False
39823,DDoS,1,1,0,True,False
39845,BENIGN,0,0,1,True,False
39848,BENIGN,0,0,1,True,False
39855,DoS Hulk,1,1,0,True,False
39876,BENIGN,0,0,1,True,False
39884,Web Attack - Brute Force,1,1,0,True,False
39894,BENIGN,0,0,1,True,False
39898,DDoS,1,1,0,True,False
39914,DDoS,1,1,0,True,False
39924,BENIGN,0,0,1,True,False
39926,BENIGN,0,0,1,True,False
39936,BENIGN,0,0,1,True,False
39943,DoS Hulk,1,1,0,True,False
39962,DDoS,1,1,0,True,False
39982,BENIGN,0,0,1,True,False
39985,BENIGN,0,0,1,True,False
40000,BENIGN,0,0,1,True,False
40003,BENIGN,0,0,1,True,False
40004,DDoS,1,1,0,True,False
40016,BENIGN,0,0,1,True,False
40032,BENIGN,0,0,1,True,False
40033,DDoS,1,1,0,True,False
40048,BENIGN,0,0,1,True,False
40050,BENIGN,0,0,1,True,False
40055,BENIGN,0,0,1,True,False
40056,DDoS,1,1,0,True,False
40061,BENIGN,0,0,1,True,False
40066,BENIGN,0,0,1,True,False
40079,BENIGN,0,0,1,True,False
40085,BENIGN,0,0,1,True,False
40102,BENIGN,0,0,1,True,False
40115,DDoS,1,1,0,True,False
40119,BENIGN,0,0,1,True,False
40121,BENIGN,0,0,1,True,False
40122,BENIGN,0,0,1,True,False
40125,BENIGN,0,0,1,True,False
40126,BENIGN,0,0,1,True,False
40131,DDoS,1,1,0,True,False
40147,BENIGN,0,0,1,True,False
40148,BENIGN,0,0,1,True,False
40157,BENIGN,0,0,1,True,False
40165,BENIGN,0,0,1,True,False
40178,Web Attack - Brute Force,1,1,0,True,False
40179,BENIGN,0,0,1,True,False
40188,BENIGN,0,0,1,True,False
40203,BENIGN,0,0,1,True,False
40216,DDoS,1,1,0,True,False
40220,DDoS,1,1,0,True,False
40223,BENIGN,0,0,1,True,False
40227,BENIGN,0,0,1,True,False
40229,DoS Slowhttptest,1,1,0,True,False
40230,DoS Hulk,1,1,0,True,False
40237,DDoS,1,1,0,True,False
40249,BENIGN,0,0,1,True,False
40251,DDoS,1,1,0,True,False
40258,DoS slowloris,1,1,0,True,False
40265,DoS Hulk,1,1,0,True,False
40267,BENIGN,0,0,1,True,False
40269,BENIGN,0,0,1,True,False
40274,DoS Hulk,1,1,0,True,False
40275,BENIGN,0,0,1,True,False
40276,BENIGN,0,0,1,True,False
40284,DDoS,1,1,0,True,False
40285,BENIGN,0,0,1,True,False
40292,DDoS,1,1,0,True,False
40322,Bot,1,1,0,True,False
40324,BENIGN,0,0,1,True,False
40328,BENIGN,0,0,1,True,False
40346,BENIGN,0,0,1,True,False
40362,BENIGN,0,0,1,True,False
40363,BENIGN,0,0,1,True,False
40370,DDoS,1,1,0,True,False
40372,BENIGN,0,0,1,True,False
40388,BENIGN,0,0,1,True,False
40389,BENIGN,0,0,1,True,False
40391,BENIGN,0,0,1,True,False
40394,DoS Hulk,1,1,0,True,False
40403,BENIGN,0,0,1,True,False
40406,BENIGN,0,0,1,True,False
40407,DDoS,1,1,0,True,False
40409,DoS GoldenEye,1,1,0,True,False
40411,BENIGN,0,0,1,True,False
40412,DDoS,1,1,0,True,False
40417,BENIGN,0,0,1,True,False
40441,BENIGN,0,0,1,True,False
40447,DDoS,1,1,0,True,False
40450,BENIGN,0,0,1,True,False
40461,DoS Hulk,1,1,0,True,False
40472,BENIGN,0,0,1,True,False
40475,BENIGN,0,0,1,True,False
40476,BENIGN,0,0,1,True,False
40480,DoS Hulk,1,1,0,True,False
40487,DDoS,1,1,0,True,False
40489,BENIGN,0,0,1,True,False
40490,DDoS,1,1,0,True,False
40492,DDoS,1,1,0,True,False
40495,BENIGN,0,0,1,True,False
40498,DDoS,1,1,0,True,False
40507,BENIGN,0,0,1,True,False
40508,DoS Hulk,1,1,0,True,False
40510,DoS Slowhttptest,1,1,0,True,False
40512,BENIGN,0,0,1,True,False
40517,DoS GoldenEye,1,1,0,True,False
40524,DDoS,1,1,0,True,False
40527,BENIGN,0,0,1,True,False
40532,DDoS,1,1,0,True,False
40541,BENIGN,0,0,1,True,False
40546,DoS Hulk,1,1,0,True,False
40549,BENIGN,0,0,1,True,False
40560,BENIGN,0,0,1,True,False
40566,BENIGN,0,0,1,True,False
40567,BENIGN,0,0,1,True,False
40588,DDoS,1,1,0,True,False
40596,DDoS,1,1,0,True,False
40611,DoS Hulk,1,1,0,True,False
40618,BENIGN,0,0,1,True,False
40620,BENIGN,0,0,1,True,False
40630,BENIGN,0,0,1,True,False
40639,BENIGN,0,0,1,True,False
40669,DoS slowloris,1,0,1,False,True
40674,DDoS,1,1,0,True,False
40680,BENIGN,0,0,1,True,False
40689,BENIGN,0,0,1,True,False
40692,DDoS,1,1,0,True,False
40701,BENIGN,0,0,1,True,False
40704,DoS Hulk,1,1,0,True,False
40724,BENIGN,0,0,1,True,False
40728,DoS slowloris,1,1,0,True,False
40729,BENIGN,0,0,1,True,False
40735,BENIGN,0,0,1,True,False
40736,DoS Hulk,1,1,0,True,False
40748,DDoS,1,1,0,True,False
40754,BENIGN,0,0,1,True,False
40758,BENIGN,0,0,1,True,False
40776,BENIGN,0,0,1,True,False
40800,DDoS,1,1,0,True,False
40856,BENIGN,0,0,1,True,False
40867,BENIGN,0,0,1,True,False
40877,DoS Hulk,1,1,0,True,False
40880,BENIGN,0,0,1,True,False
40884,DDoS,1,1,0,True,False
40894,BENIGN,0,0,1,True,False
40897,DDoS,1,1,0,True,False
40903,DDoS,1,1,0,True,False
40907,BENIGN,0,0,1,True,False
40908,DoS Slowhttptest,1,1,0,True,False
40911,DDoS,1,1,0,True,False
40913,DDoS,1,1,0,True,False
40926,BENIGN,0,0,1,True,False
40927,BENIGN,0,0,1,True,False
40933,DDoS,1,1,0,True,False
40959,DoS Hulk,1,1,0,True,False
40963,BENIGN,0,0,1,True,False
40964,DDoS,1,1,0,True,False
40966,DDoS,1,1,0,True,False
40970,BENIGN,0,0,1,True,False
40972,BENIGN,0,0,1,True,False
40980,BENIGN,0,0,1,True,False
40982,BENIGN,0,0,1,True,False
40988,BENIGN,0,0,1,True,False
40990,DDoS,1,1,0,True,False
40992,BENIGN,0,0,1,True,False
40995,DDoS,1,1,0,True,False
40998,DDoS,1,1,0,True,False
41014,DDoS,1,1,0,True,False
41022,BENIGN,0,0,1,True,False
41025,BENIGN,0,0,1,True,False
41028,BENIGN,0,0,1,True,False
41048,BENIGN,0,0,1,True,False
41057,BENIGN,0,0,1,True,False
41063,BENIGN,0,0,1,True,False
41075,DDoS,1,1,0,True,False
41081,DoS Hulk,1,1,0,True,False
41082,BENIGN,0,0,1,True,False
41091,BENIGN,0,0,1,True,False
41096,DDoS,1,1,0,True,False
41119,DoS slowloris,1,0,1,False,True
41120,DoS Hulk,1,1,0,True,False
41122,BENIGN,0,0,1,True,False
41131,DDoS,1,1,0,True,False
41137,BENIGN,0,0,1,True,False
41146,DDoS,1,1,0,True,False
41152,Bot,1,1,0,True,False
41154,BENIGN,0,0,1,True,False
41155,BENIGN,0,0,1,True,False
41157,DDoS,1,1,0,True,False
41158,DDoS,1,1,0,True,False
41167,BENIGN,0,0,1,True,False
41171,DDoS,1,1,0,True,False
41179,DDoS,1,1,0,True,False
41194,BENIGN,0,0,1,True,False
41203,DDoS,1,1,0,True,False
41204,DoS Hulk,1,1,0,True,False
41208,DDoS,1,1,0,True,False
41209,BENIGN,0,0,1,True,False
41223,BENIGN,0,0,1,True,False
41232,DDoS,1,1,0,True,False
41240,BENIGN,0,0,1,True,False
41241,DDoS,1,1,0,True,False
41246,BENIGN,0,0,1,True,False
41250,BENIGN,0,0,1,True,False
41252,BENIGN,0,0,1,True,False
41263,BENIGN,0,0,1,True,False
41264,DoS Hulk,1,1,0,True,False
41268,DoS Hulk,1,1,0,True,False
41276,BENIGN,0,0,1,True,False
41279,BENIGN,0,0,1,True,False
41290,BENIGN,0,0,1,True,False
41292,BENIGN,0,0,1,True,False
41294,BENIGN,0,0,1,True,False
41295,BENIGN,0,0,1,True,False
41302,BENIGN,0,0,1,True,False
41322,BENIGN,0,0,1,True,False
41324,BENIGN,0,0,1,True,False
41331,Web Attack - XSS,1,1,0,True,False
41333,DDoS,1,1,0,True,False
41340,BENIGN,0,0,1,True,False
41341,DDoS,1,1,0,True,False
41374,DDoS,1,1,0,True,False
41376,DDoS,1,1,0,True,False
41390,DoS Hulk,1,1,0,True,False
41412,BENIGN,0,0,1,True,False
41413,BENIGN,0,0,1,True,False
41439,PortScan,1,1,0,True,False
41457,BENIGN,0,0,1,True,False
41465,BENIGN,0,0,1,True,False
41471,BENIGN,0,0,1,True,False
41478,DoS Hulk,1,1,0,True,False
41479,BENIGN,0,0,1,True,False
41486,BENIGN,0,0,1,True,False
41489,DoS Hulk,1,1,0,True,False
41499,BENIGN,0,0,1,True,False
41513,BENIGN,0,0,1,True,False
41519,BENIGN,0,0,1,True,False
41520,BENIGN,0,0,1,True,False
41526,DDoS,1,1,0,True,False
41528,BENIGN,0,0,1,True,False
41530,DDoS,1,1,0,True,False
41533,BENIGN,0,0,1,True,False
41535,Web Attack - Brute Force,1,1,0,True,False
41541,BENIGN,0,0,1,True,False
41556,DDoS,1,1,0,True,False
41562,BENIGN,0,0,1,True,False
41581,DDoS,1,1,0,True,False
41585,BENIGN,0,0,1,True,False
41600,DDoS,1,1,0,True,False
41621,BENIGN,0,0,1,True,False
41635,BENIGN,0,0,1,True,False
41660,BENIGN,0,0,1,True,False
41661,DDoS,1,1,0,True,False
41663,BENIGN,0,0,1,True,False
41677,DDoS,1,1,0,True,False
41679,DDoS,1,1,0,True,False
41680,BENIGN,0,0,1,True,False
41686,DoS Slowhttptest,1,1,0,True,False
